geography_record_id,coordinate_record_id,location_record_id,objective_id,location_name,location_category,source_content,coordinate_worldspace,coordinate_status,distance_scope,route_cluster,route_corridor,nearest_corridor_hub,nearest_corridor_hub_type,nearest_corridor_hub_distance,nearest_major_carriage_origin,nearest_major_carriage_origin_distance,nearest_ferry_terminal,nearest_ferry_terminal_distance,nearest_inn_or_rest,nearest_inn_or_rest_type,nearest_inn_or_rest_distance,nearest_candidate_base,nearest_candidate_base_type,nearest_candidate_base_distance,worldspace_access_model,transport_access_flags,cold_risk,barrier_flags,geography_confidence,citations,notes
GEOG-000049,COORD-000049,LOC-000047,OBJ-002004,Cold Rock Pass,clearable_location,base_game,Skyrim,multi_marker,multi_marker_choose_candidate,northwest_skyrim,morthal_marsh,Morthal,minor_capital,30930,Solitude carriage origin,69703,Solitude ferry,69703,Moorside Inn,inn,30930,Myrwatch,ae_home,34310,same_worldspace_overland,major_carriage_origin_regional | ferry_terminal_regional,source_listed_cold_interior,choose_route_entrance | mountain_or_pass | source_listed_cold_interior,medium,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose. Multiple coordinate rows exist for this location; choose the entrance that matches the planned route leg."
GEOG-000050,COORD-000050,LOC-000048,OBJ-002005,Coldcinder Cave,clearable_location,base_game,Solstheim,exact_marker,same_worldspace_xy,solstheim,raven_rock_west,Raven Rock,solstheim_gateway,6130,,,Raven Rock ferry,6130,The Retching Netch,inn,6130,Severin Manor,dragonborn_home,6130,ferry_gateway_then_local_overland,major_carriage_origin_unavailable | ferry_terminal_adjacent | solstheim_no_carriages | raven_rock_ferry_gateway,solstheim_cold_region,water_or_ferry_access | solstheim_cold_region,medium,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose. Access model: ferry_gateway_then_local_overland."
GEOG-000051,COORD-000051,LOC-000049,OBJ-002006,Cracked Tusk Keep,clearable_location,base_game,Skyrim,exact_marker,same_worldspace_xy,southern_skyrim,falkreath_pine_forest,Falkreath,minor_capital,24814,Whiterun Stables,106382,Solitude ferry,192587,Dead Man's Drink,inn,24814,Lakeview Manor,hearthfire_homestead,48984,same_worldspace_overland,major_carriage_origin_remote | ferry_terminal_remote,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000052,COORD-000052,LOC-000050,OBJ-002007,Cradle Stone Tower,clearable_location,base_game,Skyrim,exact_marker,same_worldspace_xy,western_skyrim,old_hroldan_reach_road,Old Hroldan Inn,road_inn,29066,Markarth Stables,82213,Solitude ferry,142806,Old Hroldan Inn,inn,29066,Hendraheim,ae_home,19413,same_worldspace_overland,major_carriage_origin_remote | ferry_terminal_remote,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000053,COORD-000053,LOC-000051,OBJ-002008,Cradlecrush Rock,clearable_location,base_game,Skyrim,exact_marker,same_worldspace_xy,eastern_skyrim,kynesgrove_eastmarch_road,Kynesgrove,village,45756,Windhelm Stables,53707,Windhelm ferry,59150,Braidwood Inn,inn,45756,Gallows Hall,ae_home,23452,same_worldspace_overland,major_carriage_origin_regional | ferry_terminal_regional,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000054,COORD-000054,LOC-000052,OBJ-002009,Cragslane Cavern,clearable_location,base_game,Skyrim,exact_marker,same_worldspace_xy,eastern_skyrim,kynesgrove_eastmarch_road,Kynesgrove,village,55610,Riften Stables,57226,Windhelm ferry,76622,Braidwood Inn,inn,55610,Nchuanthumz,ae_home,25130,same_worldspace_overland,major_carriage_origin_regional | ferry_terminal_remote,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000055,COORD-000055,LOC-000053,OBJ-002010,Cragwallow Slope,clearable_location,base_game,Skyrim,exact_marker,same_worldspace_xy,eastern_skyrim,kynesgrove_eastmarch_road,Kynesgrove,village,25037,Windhelm Stables,34730,Windhelm ferry,43245,Braidwood Inn,inn,25037,Hjerim,city_home,43245,same_worldspace_overland,major_carriage_origin_near | ferry_terminal_regional,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000056,COORD-000056,LOC-000054,OBJ-002011,Cronvangr Cave,clearable_location,base_game,Skyrim,exact_marker,same_worldspace_xy,eastern_skyrim,kynesgrove_eastmarch_road,Kynesgrove,village,22526,Windhelm Stables,35268,Windhelm ferry,43627,Braidwood Inn,inn,22526,Gallows Hall,ae_home,19470,same_worldspace_overland,major_carriage_origin_regional | ferry_terminal_regional,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000057,COORD-000057,LOC-000055,OBJ-002012,Crystaldrift Cave,clearable_location,base_game,Skyrim,exact_marker,same_worldspace_xy,southeast_skyrim,riften_rift,Riften,major_city,26267,Riften Stables,31294,Windhelm ferry,157555,The Bee and Barb,inn,26267,Shadowfoot Sanctum,ae_home,24228,same_worldspace_overland,major_carriage_origin_near | ferry_terminal_remote,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000058,COORD-000058,LOC-000056,OBJ-002013,Dainty Sload,clearable_location,base_game,Skyrim,exact_marker,same_worldspace_xy,northwest_skyrim,solitude_haafingar,Solitude,major_city,21987,Solitude carriage origin,21987,Solitude ferry,21987,The Winking Skeever,inn,21987,Proudspire Manor,city_home,21987,same_worldspace_overland,major_carriage_origin_near | ferry_terminal_near,regional_cold,regional_cold,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000059,COORD-000059,LOC-000057,OBJ-002014,Damphall Mine,clearable_location,base_game,Solstheim,exact_marker,same_worldspace_xy,solstheim,raven_rock_west,Raven Rock,solstheim_gateway,20866,,,Raven Rock ferry,20866,The Retching Netch,inn,20866,Severin Manor,dragonborn_home,20866,ferry_gateway_then_local_overland,major_carriage_origin_unavailable | ferry_terminal_near | solstheim_no_carriages | raven_rock_ferry_gateway,solstheim_cold_region,water_or_ferry_access | solstheim_cold_region,medium,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose. Access model: ferry_gateway_then_local_overland."
GEOG-000060,COORD-000060,LOC-000058,OBJ-002015,Darklight Tower,clearable_location,base_game,Skyrim,exact_marker,same_worldspace_xy,southeast_skyrim,riften_rift,Riften,major_city,30960,Riften Stables,34615,Windhelm ferry,152263,The Bee and Barb,inn,30960,Shadowfoot Sanctum,ae_home,28039,same_worldspace_overland,major_carriage_origin_near | ferry_terminal_remote,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000061,COORD-000061,LOC-000059,OBJ-002016,Darkshade,clearable_location,base_game,Skyrim,exact_marker,same_worldspace_xy,northern_skyrim,nightgate_pale_pass,Nightgate Inn,road_inn,48558,Windhelm Stables,60899,Windhelm ferry,65098,Nightgate Inn,inn,48558,Gallows Hall,ae_home,30240,same_worldspace_overland,major_carriage_origin_regional | ferry_terminal_regional,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000062,COORD-000062,LOC-000060,OBJ-002017,Darkwater Pass,clearable_location,base_game,Skyrim,exact_marker,same_worldspace_xy,southern_skyrim,ivarstead_rift_pass,Ivarstead,village,41024,Riften Stables,74515,Windhelm ferry,84874,Vilemyr Inn,inn,41024,Gallows Hall,ae_home,57607,same_worldspace_overland,major_carriage_origin_remote | ferry_terminal_remote,standard,mountain_or_pass,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000063,COORD-000063,LOC-000061,OBJ-002018,Dead Crone Rock,clearable_location,base_game,Skyrim,exact_marker,same_worldspace_xy,western_skyrim,markarth_reach,Markarth,major_city,25185,Markarth Stables,27645,Icewater Jetty,144402,Silver-Blood Inn,inn,25185,Vlindrel Hall,city_home,25185,same_worldspace_overland,major_carriage_origin_near | ferry_terminal_remote,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000064,COORD-000064,LOC-000062,OBJ-002019,Dead Men's Respite,clearable_location,base_game,Skyrim,exact_marker,same_worldspace_xy,northwest_skyrim,morthal_marsh,Morthal,minor_capital,31802,Solitude carriage origin,51783,Solitude ferry,51783,Moorside Inn,inn,31802,Myrwatch,ae_home,44126,same_worldspace_overland,major_carriage_origin_regional | ferry_terminal_regional,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000065,COORD-000065,LOC-000063,OBJ-002020,Deepwood Redoubt,clearable_location,base_game,Skyrim,exact_marker,same_worldspace_xy,northwest_skyrim,dragon_bridge_haafingar_road,Dragon Bridge,village,30947,Solitude carriage origin,72277,Icewater Jetty,45779,Four Shields Tavern,inn,30947,Proudspire Manor,city_home,72277,same_worldspace_overland,major_carriage_origin_remote | ferry_terminal_regional,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000066,COORD-000066,LOC-000064,OBJ-002021,Dimhollow Crypt,clearable_location,dawnguard,Skyrim,exact_marker,same_worldspace_xy,northwest_skyrim,morthal_marsh,Morthal,minor_capital,44126,Whiterun Stables,76593,Dawnstar ferry,48466,Moorside Inn,inn,44126,Myrwatch,ae_home,29702,same_worldspace_overland,major_carriage_origin_remote | ferry_terminal_regional,regional_cold,regional_cold,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000067,COORD-000067,LOC-000065,OBJ-002022,Dragon Bridge Overlook,clearable_location,base_game,Skyrim,exact_marker,same_worldspace_xy,northwest_skyrim,dragon_bridge_haafingar_road,Dragon Bridge,village,14520,Solitude carriage origin,53378,Solitude ferry,53378,Four Shields Tavern,inn,14520,Proudspire Manor,city_home,53378,same_worldspace_overland,major_carriage_origin_regional | ferry_terminal_regional,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000068,COORD-000068,LOC-000066,OBJ-002023,Dragontooth Crater,clearable_location,base_game,Skyrim,exact_marker,same_worldspace_xy,northwest_skyrim,dragon_bridge_haafingar_road,Dragon Bridge,village,51325,Markarth Stables,52325,Icewater Jetty,72673,Four Shields Tavern,inn,51325,Vlindrel Hall,city_home,55367,same_worldspace_overland,major_carriage_origin_regional | ferry_terminal_remote,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000069,COORD-000069,LOC-000067,OBJ-002024,Drelas' Cottage,clearable_location,base_game,Skyrim,exact_marker,same_worldspace_xy,northwest_skyrim,morthal_marsh,Morthal,minor_capital,40559,Whiterun Stables,61756,Solitude ferry,84911,Moorside Inn,inn,40559,Myrwatch,ae_home,35783,same_worldspace_overland,major_carriage_origin_regional | ferry_terminal_remote,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000070,COORD-000070,LOC-000068,OBJ-002025,Driftshade Refuge,clearable_location,base_game,Skyrim,exact_marker,same_worldspace_xy,northern_skyrim,dawnstar_pale_coast,Dawnstar,minor_capital,36440,Windhelm Stables,96342,Dawnstar ferry,36440,Windpeak Inn,inn,36440,Bloodchill Manor,ae_home,14784,same_worldspace_overland,major_carriage_origin_remote | ferry_terminal_regional,regional_cold,regional_cold,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000071,COORD-000071,LOC-000069,OBJ-002026,Druadach Redoubt,clearable_location,base_game,Skyrim,exact_marker,same_worldspace_xy,northwest_skyrim,dragon_bridge_haafingar_road,Dragon Bridge,village,56956,Markarth Stables,54744,Icewater Jetty,63495,Four Shields Tavern,inn,56956,Vlindrel Hall,city_home,57296,same_worldspace_overland,major_carriage_origin_regional | ferry_terminal_regional,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000072,COORD-000072,LOC-000070,OBJ-002027,Duskglow Crevice,clearable_location,base_game,Skyrim,exact_marker,same_worldspace_xy,northern_skyrim,nightgate_pale_pass,Nightgate Inn,road_inn,30830,Whiterun Stables,75331,Dawnstar ferry,49176,Nightgate Inn,inn,30830,Bloodchill Manor,ae_home,18280,same_worldspace_overland,major_carriage_origin_remote | ferry_terminal_regional,source_listed_cold_interior,source_listed_cold_interior,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000073,COORD-000073,LOC-000071,OBJ-002028,Dustman's Cairn,clearable_location,base_game,Skyrim,exact_marker,same_worldspace_xy,central_skyrim,whiterun_central_plains,Whiterun,major_city,45297,Whiterun Stables,46002,Solitude ferry,98581,The Bannered Mare,inn,45297,Myrwatch,ae_home,44405,same_worldspace_overland,major_carriage_origin_regional | ferry_terminal_remote,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000074,COORD-000074,LOC-000072,OBJ-002029,Earth Stone,clearable_location,base_game,Solstheim,exact_marker,same_worldspace_xy,solstheim,raven_rock_west,Raven Rock,solstheim_gateway,8931,,,Raven Rock ferry,8931,The Retching Netch,inn,8931,Severin Manor,dragonborn_home,8931,ferry_gateway_then_local_overland,major_carriage_origin_unavailable | ferry_terminal_adjacent | solstheim_no_carriages | raven_rock_ferry_gateway,solstheim_cold_region,water_or_ferry_access | solstheim_cold_region,medium,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose. Access model: ferry_gateway_then_local_overland."
