source_line,audit_area,audit_status,recommended_action_before_repair,classification,repair_status,record_type,record_id,mapped_objective_id,name,current_location,current_status,exact_missing_fact,inputs_checked
3859,delayed_coverage,needs_delayed_task_repair,repair_or_mark_route_resolution,explicit_route_resolution,tb038r_needs_route_resolution,objective,OBJ-000761,,Animal Allegiance,"Companions Finale, Totems, And Beast-Blood Preservation",advanced_in_guide / in_progress,"The current coverage row is delayed, held, conditional, or in progress, and TB-038 found no later same-record closeout in the current coverage ledger.",data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
3950,delayed_coverage,needs_delayed_task_repair,repair_or_mark_route_resolution,explicit_route_resolution,tb038r_needs_route_resolution,objective,OBJ-000428,,Fetch the Netch,"Solstheim Entry, Raven Rock Core, And Frostmoon Rings",placed_in_guide / in_progress,"The current coverage row is delayed, held, conditional, or in progress, and TB-038 found no later same-record closeout in the current coverage ledger.",data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
3951,delayed_coverage,needs_support_delay_review,review_support_delay,explicit_route_resolution,tb038r_needs_route_resolution,checklist,CHK-QUESTS-0509,OBJ-000428,Fetch the Netch,"Solstheim Entry, Raven Rock Core, And Frostmoon Rings",placed_in_guide / in_progress,"The current coverage row is delayed, held, conditional, or in progress, and TB-038 found no later same-record closeout in the current coverage ledger.",data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
4134,delayed_coverage,needs_delayed_task_repair,repair_or_mark_route_resolution,explicit_route_resolution,tb038r_needs_route_resolution,objective,OBJ-000469,,Sell Stalhrim Armor and Weapons to Ancarion,"Temple Of Miraak, Skaal, And Stalhrim",placed_in_guide / staged_for_crafting_sale,"The current coverage row is delayed, held, conditional, or in progress, and TB-038 found no later same-record closeout in the current coverage ledger.",data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
4135,delayed_coverage,needs_support_delay_review,review_support_delay,explicit_route_resolution,tb038r_needs_route_resolution,checklist,CHK-QUESTS-0535,OBJ-000469,Sell Stalhrim Equipment,"Temple Of Miraak, Skaal, And Stalhrim",placed_in_guide / staged_for_crafting_sale,"The current coverage row is delayed, held, conditional, or in progress, and TB-038 found no later same-record closeout in the current coverage ledger.",data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
4139,delayed_coverage,needs_delayed_task_repair,repair_or_mark_route_resolution,explicit_route_resolution,tb038r_needs_route_resolution,objective,OBJ-000476,,Stalhrim Crafter Trophy Set,"Temple Of Miraak, Skaal, And Stalhrim",dependency_unlocked / staged_for_smithing_80_ebony_smithing,"The current coverage row is delayed, held, conditional, or in progress, and TB-038 found no later same-record closeout in the current coverage ledger.",data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
4152,delayed_coverage,needs_delayed_task_repair,repair_or_mark_route_resolution,explicit_route_resolution,tb038r_needs_route_resolution,objective,OBJ-000438,,Kill the Bandit Leader,"Temple Of Miraak, Skaal, And Stalhrim",held_for_later / held_for_controlled_random_target_block,"The current coverage row is delayed, held, conditional, or in progress, and TB-038 found no later same-record closeout in the current coverage ledger.",data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
4157,delayed_coverage,needs_delayed_task_repair,repair_or_mark_route_resolution,explicit_route_resolution,tb038r_needs_route_resolution,objective,OBJ-001724,,Unique Item: Skaal Amulet,"Temple Of Miraak, Skaal, And Stalhrim",held_for_later / held_for_pickpocket_capable_unique_item_pass,"The current coverage row is delayed, held, conditional, or in progress, and TB-038 found no later same-record closeout in the current coverage ledger.",data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
4158,delayed_coverage,needs_support_delay_review,review_support_delay,explicit_route_resolution,tb038r_needs_route_resolution,checklist,CHK-UNIQUE-GEAR-1782,OBJ-001724,Skaal Amulet,"Temple Of Miraak, Skaal, And Stalhrim",held_for_later / held_for_pickpocket_capable_unique_item_pass,"The current coverage row is delayed, held, conditional, or in progress, and TB-038 found no later same-record closeout in the current coverage ledger.",data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
4387,delayed_coverage,needs_delayed_task_repair,repair_or_mark_route_resolution,closed_or_connected,tb044_tel_mithryn_research_closed,objective,OBJ-000440,,Azra's Staffs,"Tel Mithryn, Nchardak, And Kagrumez",held_for_later / held_for_controlled_random_assignment,TB-044 source-checked and routed Azra's Staffs as one controlled active-marker staff retrieval. SN-000217.,data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
4388,delayed_coverage,needs_support_delay_review,review_support_delay,closed_or_connected,tb044_tel_mithryn_research_closed,checklist,CHK-QUESTS-0549,OBJ-000440,Azra's Staffs,"Tel Mithryn, Nchardak, And Kagrumez",held_for_later / held_for_controlled_random_assignment,TB-044 closes the Azra's Staffs checklist row after returning the assigned staff to Neloth. SN-000217.,data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
4389,delayed_coverage,needs_delayed_task_repair,repair_or_mark_route_resolution,closed_or_connected,tb044_tel_mithryn_research_closed,objective,OBJ-000452,,Experimental Subject (B),"Tel Mithryn, Nchardak, And Kagrumez",held_for_later / held_for_azras_staffs,TB-044 source-checked and routed Experimental Subject (B) immediately after Azra's Staffs. SN-000217.,data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
4390,delayed_coverage,needs_support_delay_review,review_support_delay,closed_or_connected,tb044_tel_mithryn_research_closed,checklist,CHK-QUESTS-0552,OBJ-000452,Experimental Subject (B),"Tel Mithryn, Nchardak, And Kagrumez",held_for_later / held_for_azras_staffs,TB-044 closes the Experimental Subject (B) checklist row after collecting Neloth's compensation. SN-000217.,data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
4393,delayed_coverage,needs_delayed_task_repair,repair_or_mark_route_resolution,closed_or_connected,tb044_tel_mithryn_research_closed,objective,OBJ-000451,,Wind and Sand,"Tel Mithryn, Nchardak, And Kagrumez",held_for_later / held_for_old_friends_experimental_b_radiant,TB-044 source-checked and routed Wind and Sand with the Destruction 40 gate and exact return instruction. SN-000217.,data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
4394,delayed_coverage,needs_support_delay_review,review_support_delay,closed_or_connected,tb044_tel_mithryn_research_closed,checklist,CHK-QUESTS-0561,OBJ-000451,Wind and Sand,"Tel Mithryn, Nchardak, And Kagrumez",held_for_later / held_for_old_friends_experimental_b_radiant,TB-044 closes the Wind and Sand quest checklist row through the active-marker retrieval. SN-000217.,data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
4395,delayed_coverage,needs_delayed_task_repair,repair_or_mark_route_resolution,closed_or_connected,tb044_tel_mithryn_research_closed,objective,OBJ-001083,,Wind and Sand,"Tel Mithryn, Nchardak, And Kagrumez",held_for_later / held_for_wind_and_sand_radiant,TB-044 closes the Wind and Sand book row through the quest retrieval; no fixed independent source is asserted. SN-000217.,data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
4396,delayed_coverage,needs_support_delay_review,review_support_delay,closed_or_connected,tb044_tel_mithryn_research_closed,checklist,CHK-BOOKS-2429,OBJ-001083,Wind and Sand,"Tel Mithryn, Nchardak, And Kagrumez",held_for_later / held_for_wind_and_sand_radiant,TB-044 closes the Wind and Sand book checklist row through the active quest copy. SN-000217.,data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
4500,delayed_coverage,needs_delayed_task_repair,repair_or_mark_route_resolution,explicit_route_resolution,tb038r_needs_route_resolution,objective,OBJ-000648,,Put A Fork In It,Kolbjorn Excavation And Raven Rock West,held_for_later / held_for_staff_route,"The current coverage row is delayed, held, conditional, or in progress, and TB-038 found no later same-record closeout in the current coverage ledger.",data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
4591,delayed_coverage,needs_delayed_task_repair,repair_or_mark_route_resolution,closed_or_connected,tb044_a_new_debt_closed,objective,OBJ-000423,,A New Debt,"Fahlbtharz, Deathbrand, And Karstaag",tracking_continued / conditional_in_progress,"TB-044 source-checked and routed A New Debt after Reluctant Steward: Mogrul's Orders first, then full 1,000-gold payment.",data/guide-coverage/main-guide-v1-coverage.csv; drafts/final-guide/main-guide-v1.md; sources/source-notes/SN-000216-a-new-debt-route.md
4592,delayed_coverage,needs_delayed_task_repair,repair_or_mark_route_resolution,closed_or_connected,tb044_mogruls_orders_closed,objective,OBJ-001324,,Mogrul's Orders,"Fahlbtharz, Deathbrand, And Karstaag",tracking_continued / conditional_in_progress,TB-044 source-checked and routed Mogrul's Orders from Mogrul's thugs before paying the debt.,data/guide-coverage/main-guide-v1-coverage.csv; drafts/final-guide/main-guide-v1.md; sources/source-notes/SN-000216-a-new-debt-route.md
4637,delayed_coverage,needs_support_delay_review,review_support_delay,explicit_route_resolution,tb038r_needs_route_resolution,item,ITEM-001045,,Her Hand Armor,Ghosts Of The Tribunal And Trueflame,represented_in_guide / staged_for_mr066_crafting,"The current coverage row is delayed, held, conditional, or in progress, and TB-038 found no later same-record closeout in the current coverage ledger.",data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
4639,delayed_coverage,needs_support_delay_review,review_support_delay,explicit_route_resolution,tb038r_needs_route_resolution,item,ITEM-001047,,Her Hand Boots,Ghosts Of The Tribunal And Trueflame,represented_in_guide / staged_for_mr066_crafting,"The current coverage row is delayed, held, conditional, or in progress, and TB-038 found no later same-record closeout in the current coverage ledger.",data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
4641,delayed_coverage,needs_support_delay_review,review_support_delay,explicit_route_resolution,tb038r_needs_route_resolution,item,ITEM-001049,,Her Hand Gauntlets,Ghosts Of The Tribunal And Trueflame,represented_in_guide / staged_for_mr066_crafting,"The current coverage row is delayed, held, conditional, or in progress, and TB-038 found no later same-record closeout in the current coverage ledger.",data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
4643,delayed_coverage,needs_support_delay_review,review_support_delay,explicit_route_resolution,tb038r_needs_route_resolution,item,ITEM-001051,,Her Hand Helmet,Ghosts Of The Tribunal And Trueflame,represented_in_guide / staged_for_mr066_crafting,"The current coverage row is delayed, held, conditional, or in progress, and TB-038 found no later same-record closeout in the current coverage ledger.",data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
4645,delayed_coverage,needs_support_delay_review,review_support_delay,explicit_route_resolution,tb038r_needs_route_resolution,item,ITEM-001053,,Indoril Armor,Ghosts Of The Tribunal And Trueflame,represented_in_guide / staged_for_mr066_crafting,"The current coverage row is delayed, held, conditional, or in progress, and TB-038 found no later same-record closeout in the current coverage ledger.",data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
4646,delayed_coverage,needs_support_delay_review,review_support_delay,explicit_route_resolution,tb038r_needs_route_resolution,item,ITEM-001054,,Indoril Boots,Ghosts Of The Tribunal And Trueflame,represented_in_guide / staged_for_mr066_crafting,"The current coverage row is delayed, held, conditional, or in progress, and TB-038 found no later same-record closeout in the current coverage ledger.",data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
4647,delayed_coverage,needs_support_delay_review,review_support_delay,explicit_route_resolution,tb038r_needs_route_resolution,item,ITEM-001055,,Indoril Gauntlets,Ghosts Of The Tribunal And Trueflame,represented_in_guide / staged_for_mr066_crafting,"The current coverage row is delayed, held, conditional, or in progress, and TB-038 found no later same-record closeout in the current coverage ledger.",data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
4648,delayed_coverage,needs_support_delay_review,review_support_delay,explicit_route_resolution,tb038r_needs_route_resolution,item,ITEM-001056,,Indoril Helmet,Ghosts Of The Tribunal And Trueflame,represented_in_guide / staged_for_mr066_crafting,"The current coverage row is delayed, held, conditional, or in progress, and TB-038 found no later same-record closeout in the current coverage ledger.",data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
4721,delayed_coverage,needs_support_delay_review,review_support_delay,explicit_route_resolution,tb038r_needs_route_resolution,item,ITEM-001142,,Ironwood Soup regular version,"Bittercup, The Pit, And Fortunate Son",held_for_later / held_for_cooking_reconciliation,"The current coverage row is delayed, held, conditional, or in progress, and TB-038 found no later same-record closeout in the current coverage ledger.",data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
4722,delayed_coverage,needs_support_delay_review,review_support_delay,explicit_route_resolution,tb038r_needs_route_resolution,item,ITEM-001143,,Hot Ironwood Soup,"Bittercup, The Pit, And Fortunate Son",held_for_later / held_for_cooking_reconciliation,"The current coverage row is delayed, held, conditional, or in progress, and TB-038 found no later same-record closeout in the current coverage ledger.",data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
4724,delayed_coverage,needs_support_delay_review,review_support_delay,explicit_route_resolution,tb038r_needs_route_resolution,item,ITEM-001145,,Ironwood Fruit ingredient,"Bittercup, The Pit, And Fortunate Son",branch_handled_and_main_unlocked / branch_experienced_main_vendor_unlocked,"The current coverage row is delayed, held, conditional, or in progress, and TB-038 found no later same-record closeout in the current coverage ledger.",data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
4846,delayed_coverage,needs_delayed_task_repair,repair_or_mark_route_resolution,closed_or_connected,tb044_solstheim_explorer_closed,objective,OBJ-000478,,Solstheim Explorer Trophy Set,"Miraak Finale, Lost Knowledge, And Last Black Books",tracking_continued / in_progress_or_complete_pending_final_counter_QA,TB-044 source-checked Solstheim Explorer and added a final 30-location map-marker checkpoint to main-guide-v1.,data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
5004,delayed_coverage,needs_support_delay_review,review_support_delay,explicit_route_resolution,tb038r_needs_route_resolution,item,ITEM-000820,,Dragonplate Insulated Cuirass,High-Risk AE Routes and Separate Worldspaces,staged_for_crafting_reconciliation / staged_for_crafting_reconciliation,"The current coverage row is delayed, held, conditional, or in progress, and TB-038 found no later same-record closeout in the current coverage ledger.",data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
5009,delayed_coverage,needs_support_delay_review,review_support_delay,explicit_route_resolution,tb038r_needs_route_resolution,item,ITEM-000825,,Forsworn Sword,High-Risk AE Routes and Separate Worldspaces,staged_for_equipment_reconciliation / staged_for_equipment_reconciliation,"The current coverage row is delayed, held, conditional, or in progress, and TB-038 found no later same-record closeout in the current coverage ledger.",data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
5044,delayed_coverage,needs_support_delay_review,review_support_delay,explicit_route_resolution,tb038r_needs_route_resolution,item,ITEM-000962,,Remnant Armor,High-Risk AE Routes and Separate Worldspaces,staged_for_crafting_or_unplayable_reconciliation / staged_for_equipment_reconciliation,"The current coverage row is delayed, held, conditional, or in progress, and TB-038 found no later same-record closeout in the current coverage ledger.",data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
5045,delayed_coverage,needs_support_delay_review,review_support_delay,explicit_route_resolution,tb038r_needs_route_resolution,item,ITEM-000963,,Remnant Boots,High-Risk AE Routes and Separate Worldspaces,staged_for_crafting_or_unplayable_reconciliation / staged_for_equipment_reconciliation,"The current coverage row is delayed, held, conditional, or in progress, and TB-038 found no later same-record closeout in the current coverage ledger.",data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
5046,delayed_coverage,needs_support_delay_review,review_support_delay,explicit_route_resolution,tb038r_needs_route_resolution,item,ITEM-000964,,Remnant Gloves,High-Risk AE Routes and Separate Worldspaces,staged_for_crafting_or_unplayable_reconciliation / staged_for_equipment_reconciliation,"The current coverage row is delayed, held, conditional, or in progress, and TB-038 found no later same-record closeout in the current coverage ledger.",data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
5047,delayed_coverage,needs_support_delay_review,review_support_delay,explicit_route_resolution,tb038r_needs_route_resolution,item,ITEM-000965,,Remnant Hood,High-Risk AE Routes and Separate Worldspaces,staged_for_crafting_or_unplayable_reconciliation / staged_for_equipment_reconciliation,"The current coverage row is delayed, held, conditional, or in progress, and TB-038 found no later same-record closeout in the current coverage ledger.",data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
5050,delayed_coverage,needs_support_delay_review,review_support_delay,explicit_route_resolution,tb038r_needs_route_resolution,item,ITEM-000968,,Remnant Scimitar,High-Risk AE Routes and Separate Worldspaces,staged_for_crafting_or_unplayable_reconciliation / staged_for_equipment_reconciliation,"The current coverage row is delayed, held, conditional, or in progress, and TB-038 found no later same-record closeout in the current coverage ledger.",data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
5351,delayed_coverage,needs_delayed_task_repair,repair_or_mark_route_resolution,explicit_route_resolution,tb038r_needs_route_resolution,counter,OBJ-000220,,Hero of the People Trophy Set,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump,counter_advanced / in_progress,"The current coverage row is delayed, held, conditional, or in progress, and TB-038 found no later same-record closeout in the current coverage ledger.",data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
5352,delayed_coverage,needs_support_delay_review,review_support_delay,closed_or_connected,tb038r_delayed_task_closed,save,TB038R-SOURCE-LINE-5352,,Random retrieval hard save,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump,redistributed_or_gated / active_until_random_retrieval_targets_resolved,"TB-038R connected this delayed/support row to an existing routed action, final reference, branch reload, or later buildout already present in main-guide-v1.",data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
5353,delayed_coverage,needs_support_delay_review,review_support_delay,closed_or_connected,tb038r_delayed_task_closed,save,TB038R-SOURCE-LINE-5353,,Boethiah sacrifice hard save,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump,redistributed_or_gated / branch_or_risk_save_complete,"TB-038R connected this delayed/support row to an existing routed action, final reference, branch reload, or later buildout already present in main-guide-v1.",data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
5354,delayed_coverage,needs_support_delay_review,review_support_delay,closed_or_connected,tb038r_delayed_task_closed,save,TB038R-SOURCE-LINE-5354,,Mehrunes shrine hard save,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump,redistributed_or_gated / branch_save_reloaded,"TB-038R connected this delayed/support row to an existing routed action, final reference, branch reload, or later buildout already present in main-guide-v1.",data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
5355,delayed_coverage,needs_support_delay_review,review_support_delay,closed_or_connected,tb038r_delayed_task_closed,save,TB038R-SOURCE-LINE-5355,,Clavicus final-choice hard save,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump,redistributed_or_gated / branch_save_reloaded,"TB-038R connected this delayed/support row to an existing routed action, final reference, branch reload, or later buildout already present in main-guide-v1.",data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
5365,delayed_coverage,needs_support_delay_review,review_support_delay,explicit_route_resolution,tb038r_needs_route_resolution,checklist,CHK-QUESTS-0233,OBJ-000226,Dungeon Delving,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump,redistributed_or_gated / redistributed_or_staged_by_route_gate,"The current coverage row is delayed, held, conditional, or in progress, and TB-038 found no later same-record closeout in the current coverage ledger.",data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
5367,delayed_coverage,needs_support_delay_review,review_support_delay,explicit_route_resolution,tb038r_needs_route_resolution,checklist,CHK-QUESTS-0327,OBJ-000270,Kolskeggr Mine,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump,redistributed_or_gated / redistributed_or_staged_by_route_gate,"The current coverage row is delayed, held, conditional, or in progress, and TB-038 found no later same-record closeout in the current coverage ledger.",data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
5381,delayed_coverage,needs_support_delay_review,review_support_delay,explicit_route_resolution,tb038r_needs_route_resolution,checklist,CHK-DRAGON-SHOUTS-0934,OBJ-000783,Storm Call: Strun,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump,redistributed_or_gated / redistributed_or_staged_by_route_gate,"The current coverage row is delayed, held, conditional, or in progress, and TB-038 found no later same-record closeout in the current coverage ledger.",data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
5428,delayed_coverage,needs_support_delay_review,review_support_delay,explicit_route_resolution,tb038r_needs_route_resolution,checklist,CHK-LOCATIONS-1074,OBJ-002050,Giant's Grove,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump,redistributed_or_gated / redistributed_or_staged_by_route_gate,"The current coverage row is delayed, held, conditional, or in progress, and TB-038 found no later same-record closeout in the current coverage ledger.",data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
5502,delayed_coverage,needs_support_delay_review,review_support_delay,explicit_route_resolution,tb038r_needs_route_resolution,checklist,CHK-LOCATIONS-1251,OBJ-002167,Sundered Towers,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump,redistributed_or_gated / redistributed_or_staged_by_route_gate,"The current coverage row is delayed, held, conditional, or in progress, and TB-038 found no later same-record closeout in the current coverage ledger.",data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
5558,delayed_coverage,needs_support_delay_review,review_support_delay,closed_or_connected,tb044_dawnbreaker_checklist_closed,checklist,CHK-UNIQUE-GEAR-1582,OBJ-001572,Dawnbreaker,Haafingar Caves Volskygge And Night Hunter,redistributed_or_gated / redistributed_or_staged_by_route_gate,TB-044 source-checked Dawnbreaker acquisition and preservation with The Break of Dawn final chamber pickup.,data/guide-coverage/main-guide-v1-order-delayed-task-audit.csv; data/guide-coverage/main-guide-v1-coverage.csv; data/guide-coverage/main-guide-v1-objective-final-status.csv; drafts/final-guide/main-guide-v1.md
