checklist_id,checklist_tab,checklist_entry,category,mapping_type,coverage_matrix_status,objective_id,matched_objective_name,guide_literal_checklist_id_match,guide_mapped_objective_id_match,guide_entry_match,internal_checklist_coverage_row_count,internal_objective_coverage_row_count,audit_status,coverage_statuses,completion_statuses,guide_locations,recommended_action,notes
CHK-QUESTS-0093,Quests,Kill Helvard,quest,Main-route prototype block,mapped_to_route_prototype,OBJ-000159,Kill Helvard,N,N,Y,1,1,covered_by_internal_checklist_coverage,retrospectively_moved_earlier,complete,"Whispers, Solitude Jobs, Nazir Contracts, and the Wedding Assassination",none,
CHK-QUESTS-0094,Quests,To Kill an Empire,quest,Main-route prototype block,mapped_to_route_prototype,OBJ-000064,To Kill an Empire,N,N,Y,1,1,covered_by_internal_checklist_coverage,placed_in_guide,complete,"Security, Shadowmere, And The Brotherhood Endgame",none,
CHK-QUESTS-0095,Quests,Kill Safia,quest,Main-route prototype block,mapped_to_route_prototype,OBJ-000160,Kill Safia,N,N,Y,1,1,covered_by_internal_checklist_coverage,retrospectively_moved_earlier,complete,"Whispers, Solitude Jobs, Nazir Contracts, and the Wedding Assassination",none,
CHK-QUESTS-0096,Quests,Death Incarnate,quest,Main-route prototype block,mapped_to_route_prototype,OBJ-000065,Death Incarnate,N,N,Y,1,1,covered_by_internal_checklist_coverage,placed_in_guide,complete,"Security, Shadowmere, And The Brotherhood Endgame",none,
CHK-QUESTS-0097,Quests,Hail Sithis!,quest,Main-route prototype block,mapped_to_route_prototype,OBJ-000066,Hail Sithis!,N,N,Y,1,1,covered_by_internal_checklist_coverage,placed_in_guide,complete,"Security, Shadowmere, And The Brotherhood Endgame",none,
CHK-QUESTS-0098,Quests,Locate the Assassin of Old,quest,Main-route prototype block,mapped_to_route_prototype,OBJ-000163,Locate the Assassin of Old,N,N,N,1,2,covered_by_internal_checklist_coverage,placed_in_guide,complete,"Security, Shadowmere, And The Brotherhood Endgame",none,
CHK-QUESTS-0099,Quests,Destroy the Dark Brotherhood!,quest,Branch-route prototype,mapped_to_branch_prototype,OBJ-000067,Destroy the Dark Brotherhood!,N,N,Y,1,1,covered_by_internal_checklist_coverage,branch_route_placed,branch_complete_then_reloaded,Cicero Aventus And The Sanctuary Door,none,
CHK-QUESTS-0100,Quests,Where You Hang Your Enemy's Head…,quest,Main-route prototype block,mapped_to_route_prototype,OBJ-000068,Where You Hang Your Enemy's Head...,N,N,Y,1,1,covered_by_internal_checklist_coverage,placed_in_guide,complete,"Security, Shadowmere, And The Brotherhood Endgame",none,
CHK-QUESTS-0101,Quests,Take the Hidden Treasure,quest,Main-route prototype block,mapped_to_route_prototype,OBJ-000164,Take the Hidden Treasure,N,N,N,1,1,covered_by_internal_checklist_coverage,placed_in_guide,complete,"Security, Shadowmere, And The Brotherhood Endgame",none,
CHK-QUESTS-0102,Quests,Honor Thy Family,quest,Explicit exclusion,excluded_with_justification,OBJ-000161,Honor Thy Family,N,N,N,0,1,covered_by_mapped_objective_internal_coverage,explicit_exclusion_reaffirmed,excluded,Internal exclusion coverage,none,
CHK-QUESTS-0103,Quests,The Dark Brotherhood Forever,quest,Main-route prototype block,mapped_to_route_prototype,OBJ-000162,The Dark Brotherhood Forever,N,N,Y,1,1,covered_by_internal_checklist_coverage,placed_in_guide,complete,"Security, Shadowmere, And The Brotherhood Endgame",none,
CHK-QUESTS-0104,Quests,A Chance Arrangement,quest,Main-route prototype block,mapped_to_route_prototype,OBJ-000036,A Chance Arrangement,N,N,Y,1,1,covered_by_internal_checklist_coverage,completed_now,complete,First Riften Visit And Guild Doorway,none,
CHK-QUESTS-0105,Quests,Taking Care of Business,quest,Main-route prototype block,mapped_to_route_prototype,OBJ-000037,Taking Care of Business,N,N,Y,1,1,covered_by_internal_checklist_coverage,completed_now,complete,First Riften Visit And Guild Doorway,none,
CHK-QUESTS-0106,Quests,Loud and Clear,quest,Main-route prototype block,mapped_to_route_prototype,OBJ-000038,Loud and Clear,N,N,Y,2,2,covered_by_internal_checklist_coverage,completed_now | started_now,complete | in_progress,First Riften Visit And Guild Doorway | Goldenglow Honningbrew Solitude And Snow Veil,none,
CHK-QUESTS-0107,Quests,Dampened Spirits,quest,Main-route prototype block,mapped_to_route_prototype,OBJ-000039,Dampened Spirits,N,N,Y,1,1,covered_by_internal_checklist_coverage,completed_now,complete,Goldenglow Honningbrew Solitude And Snow Veil,none,
CHK-QUESTS-0108,Quests,Scoundrel's Folly,quest,Main-route prototype block,mapped_to_route_prototype,OBJ-000040,Scoundrel's Folly,N,N,Y,1,1,covered_by_internal_checklist_coverage,completed_now,complete,Goldenglow Honningbrew Solitude And Snow Veil,none,
CHK-QUESTS-0109,Quests,Speaking With Silence,quest,Main-route prototype block,mapped_to_route_prototype,OBJ-000041,Speaking With Silence,N,N,Y,1,1,covered_by_internal_checklist_coverage,completed_now,complete,Goldenglow Honningbrew Solitude And Snow Veil,none,
CHK-QUESTS-0110,Quests,Hard Answers,quest,Main-route prototype block,mapped_to_route_prototype,OBJ-000042,Hard Answers,N,N,Y,3,5,covered_by_internal_checklist_coverage,active_but_held | placed_in_guide,complete | staged_for_level_46_thieves_rewards,Goldenglow Honningbrew Solitude And Snow Veil | Nightingale Armor Readiness Check | Nightingale Rewards And The Skeleton Key,none,
CHK-QUESTS-0111,Quests,The Pursuit,quest,Main-route prototype block,mapped_to_route_prototype,OBJ-000043,The Pursuit,N,N,Y,2,2,covered_by_internal_checklist_coverage,not_started_here | placed_in_guide,complete | staged_for_level_46_thieves_rewards,Nightingale Armor Readiness Check | Nightingale Rewards And The Skeleton Key,none,
CHK-QUESTS-0112,Quests,Trinity Restored,quest,Main-route prototype block,mapped_to_route_prototype,OBJ-000044,Trinity Restored,N,N,Y,2,2,covered_by_internal_checklist_coverage,not_started_here | placed_in_guide,complete | staged_for_level_46_thieves_rewards,Nightingale Armor Readiness Check | Nightingale Rewards And The Skeleton Key,none,
CHK-QUESTS-0113,Quests,Blindsighted,quest,Main-route prototype block,mapped_to_route_prototype,OBJ-000045,Blindsighted,N,N,Y,2,2,covered_by_internal_checklist_coverage,not_started_here | placed_in_guide,complete | staged_for_level_46_thieves_rewards,Nightingale Armor Readiness Check | Nightingale Rewards And The Skeleton Key,none,
CHK-QUESTS-0114,Quests,Darkness Returns,quest,Main-route prototype block,mapped_to_route_prototype,OBJ-000046,Darkness Returns,N,N,Y,2,2,covered_by_internal_checklist_coverage,not_started_here | placed_in_guide,complete | staged_for_late_thieves_chain,Nightingale Armor Readiness Check | Nightingale Rewards And The Skeleton Key,none,
CHK-QUESTS-0115,Quests,Under New Management,quest,Main-route prototype block,mapped_to_route_prototype,OBJ-000047,Under New Management,N,N,Y,1,1,covered_by_internal_checklist_coverage,placed_in_guide,complete,Guild Restoration And Amulet Of Articulation,none,
CHK-QUESTS-0116,Quests,Meet the Family,quest,Main-route prototype block,mapped_to_route_prototype,OBJ-000141,Meet the Family,N,N,Y,1,1,covered_by_internal_checklist_coverage,completed_now,complete,First Riften Visit And Guild Doorway,none,
CHK-QUESTS-0117,Quests,No Stone Unturned,quest,Main-route prototype block,mapped_to_route_prototype,OBJ-000144,No Stone Unturned,N,N,Y,2,2,covered_by_internal_checklist_coverage,checklist_row_completed | staged_for_later_gate,complete | staged_for_proudspire_then_vex_tolvald,Collectible Reconciliation | Homes Household Services Pets And Mounts,none,
CHK-QUESTS-0118,Quests,Reparations,quest,Explicit exclusion,excluded_with_justification,OBJ-000142,Reparations,N,N,Y,0,2,covered_by_mapped_objective_internal_coverage,explicit_exclusion_reaffirmed | tb044_excluded_failure_state,excluded,First Riften Visit And Guild Doorway,none,
CHK-QUESTS-0119,Quests,Thieves Guild Caravan Fence Quest,quest,Main-route prototype block,mapped_to_route_prototype,OBJ-000146,Thieves Guild Caravan Fence Quest,N,N,Y,1,1,covered_by_internal_checklist_coverage,placed_in_guide,complete,Guild Restoration And Amulet Of Articulation,none,
CHK-QUESTS-0120,Quests,Toying With The Dead,quest,Main-route prototype block,mapped_to_route_prototype,OBJ-000145,Toying With The Dead,N,N,Y,2,2,covered_by_internal_checklist_coverage,placed_in_guide | progressed_to_turn_in,complete | in_progress,"Dawnstar, Pale Blade, And Heljarchen | Guild Restoration And Amulet Of Articulation",none,
CHK-QUESTS-0121,Quests,Bust of the Gray Fox,quest,Main-route prototype block,mapped_to_route_prototype,OBJ-000143,The Litany of Larceny,N,N,Y,1,8,covered_by_internal_checklist_coverage,placed_in_guide,complete,Nightingale Rewards And The Skeleton Key,none,
CHK-QUESTS-0122,Quests,Dwemer Puzzle Cube,quest,Main-route prototype block,mapped_to_route_prototype,OBJ-000143,The Litany of Larceny,N,N,Y,2,8,covered_by_internal_checklist_coverage,not_acquired_here | placed_in_guide,complete | staged_for_hard_answers_calcelmo_laboratory,Markarth Nchuand-Zel And Old Hroldan | Nightingale Rewards And The Skeleton Key,none,
CHK-QUESTS-0123,Quests,East Empire Shipping Map,quest,Main-route prototype block,mapped_to_route_prototype,OBJ-000143,The Litany of Larceny,N,N,Y,1,8,covered_by_internal_checklist_coverage,completed_now,complete,Goldenglow Honningbrew Solitude And Snow Veil,none,
CHK-QUESTS-0124,Quests,Honningbrew Decanter,quest,Main-route prototype block,mapped_to_route_prototype,OBJ-000143,The Litany of Larceny,N,N,Y,1,8,covered_by_internal_checklist_coverage,completed_now,complete,Goldenglow Honningbrew Solitude And Snow Veil,none,
CHK-QUESTS-0125,Quests,Left Eye of the Falmer,quest,Main-route prototype block,mapped_to_route_prototype,OBJ-000143,The Litany of Larceny,N,N,Y,1,8,covered_by_internal_checklist_coverage,placed_in_guide,complete,Nightingale Rewards And The Skeleton Key,none,
CHK-QUESTS-0126,Quests,Model Ship,quest,Main-route prototype block,mapped_to_route_prototype,OBJ-000143,The Litany of Larceny,N,N,Y,1,8,covered_by_internal_checklist_coverage,completed_now,complete,Goldenglow Honningbrew Solitude And Snow Veil,none,
CHK-QUESTS-0127,Quests,Queen Bee Statue,quest,Main-route prototype block,mapped_to_route_prototype,OBJ-000143,The Litany of Larceny,N,N,Y,1,8,covered_by_internal_checklist_coverage,completed_now,complete,Goldenglow Honningbrew Solitude And Snow Veil,none,
CHK-QUESTS-0128,Quests,Silver Lining,quest,Main-route prototype block,mapped_to_route_prototype,OBJ-000049,Silver Lining,N,N,Y,2,2,covered_by_internal_checklist_coverage,placed_in_guide | quest_item_precollected,complete | staged_for_late_thieves_turn_in,Guild Restoration And Amulet Of Articulation | Southern Warm Corridor,none,
CHK-QUESTS-0129,Quests,The Dainty Sload,quest,Main-route prototype block,mapped_to_route_prototype,OBJ-000050,The Dainty Sload,N,N,Y,2,5,covered_by_internal_checklist_coverage,not_started_here | placed_in_guide,complete | staged_for_erikur_protection_before_bound_until_death,"Solitude Coast Wild Horse And Wolfskull | Whispers, Solitude Jobs, And The Wedding Assassination",none,
CHK-QUESTS-0130,Quests,Imitation Amnesty,quest,Main-route prototype block,mapped_to_route_prototype,OBJ-000051,Imitation Amnesty,N,N,Y,1,1,covered_by_internal_checklist_coverage,placed_in_guide,complete,Guild Restoration And Amulet Of Articulation,none,
CHK-QUESTS-0131,Quests,Summerset Shadows,quest,Main-route prototype block,mapped_to_route_prototype,OBJ-000052,Summerset Shadows,N,N,Y,1,1,covered_by_internal_checklist_coverage,placed_in_guide,complete,Guild Restoration And Amulet Of Articulation,none,
CHK-QUESTS-0132,Quests,Joining the Legion,quest,Main-route prototype block,mapped_to_route_prototype,OBJ-000070,Joining the Legion,N,N,Y,1,1,covered_by_internal_checklist_coverage,placed_in_guide,complete,Imperial Civil War,none,
CHK-QUESTS-0133,Quests,Joining the Stormcloaks,quest,Branch-route prototype,mapped_to_branch_prototype,OBJ-000087,Joining the Stormcloaks,N,N,Y,1,1,covered_by_internal_checklist_coverage,branch_experienced,branch_complete,Civil War Stormcloak Branch,none,
CHK-QUESTS-0134,Quests,The Jagged Crown,quest,Main-route prototype block,mapped_to_route_prototype,OBJ-000072,The Jagged Crown (Imperial),N,N,Y,1,1,covered_by_internal_checklist_coverage,placed_in_guide,complete,Imperial Civil War,none,
CHK-QUESTS-0135,Quests,The Jagged Crown,quest,Main-route prototype block,mapped_to_route_prototype,OBJ-000072,The Jagged Crown (Imperial),N,N,Y,1,1,covered_by_internal_checklist_coverage,branch_experienced,branch_complete,Civil War Stormcloak Branch,none,
CHK-QUESTS-0136,Quests,Message to Whiterun,quest,Main-route prototype block,mapped_to_route_prototype,OBJ-000073,Message to Whiterun (Imperial),N,N,Y,1,1,covered_by_internal_checklist_coverage,placed_in_guide,complete,Imperial Civil War,none,
CHK-QUESTS-0137,Quests,Message to Whiterun,quest,Main-route prototype block,mapped_to_route_prototype,OBJ-000073,Message to Whiterun (Imperial),N,N,Y,1,1,covered_by_internal_checklist_coverage,branch_experienced,branch_complete,Civil War Stormcloak Branch,none,
CHK-QUESTS-0138,Quests,Battle for Whiterun,quest,Main-route prototype block,mapped_to_route_prototype,OBJ-000074,Battle for Whiterun (Imperial),N,N,Y,1,1,covered_by_internal_checklist_coverage,placed_in_guide,complete,Imperial Civil War,none,
CHK-QUESTS-0139,Quests,Battle for Whiterun,quest,Main-route prototype block,mapped_to_route_prototype,OBJ-000074,Battle for Whiterun (Imperial),N,N,Y,1,1,covered_by_internal_checklist_coverage,branch_experienced,branch_complete,Civil War Stormcloak Branch,none,
CHK-QUESTS-0140,Quests,Reunification of Skyrim,quest,Main-route prototype block,mapped_to_route_prototype,OBJ-000076,Reunification of Skyrim,N,N,Y,1,1,covered_by_internal_checklist_coverage,placed_in_guide,complete,Imperial Civil War,none,
CHK-QUESTS-0141,Quests,Liberation of Skyrim,quest,Branch-route prototype,mapped_to_branch_prototype,OBJ-000091,Liberation of Skyrim,N,N,Y,1,1,covered_by_internal_checklist_coverage,branch_experienced,branch_complete,Civil War Stormcloak Branch,none,
CHK-QUESTS-0142,Quests,A False Front,quest,Main-route prototype block,mapped_to_route_prototype,OBJ-000077,A False Front (Imperial),N,N,Y,1,1,covered_by_internal_checklist_coverage,placed_in_guide,complete,Imperial Civil War,none,
CHK-QUESTS-0143,Quests,Rescue from Fort Neugrad,quest,Branch-route prototype,mapped_to_branch_prototype,OBJ-000092,Rescue from Fort Neugrad,N,N,Y,1,1,covered_by_internal_checklist_coverage,branch_experienced,branch_complete,Civil War Stormcloak Branch,none,
CHK-QUESTS-0144,Quests,The Battle for Fort Dunstad,quest,Main-route prototype block,mapped_to_route_prototype,OBJ-000078,The Battle for Fort Dunstad (Imperial),N,N,Y,1,1,covered_by_internal_checklist_coverage,placed_in_guide,complete,Imperial Civil War,none,
CHK-QUESTS-0145,Quests,Compelling Tribute,quest,Main-route prototype block,mapped_to_route_prototype,OBJ-000079,Compelling Tribute (Imperial),N,N,Y,1,1,covered_by_internal_checklist_coverage,branch_experienced,branch_complete,Civil War Stormcloak Branch,none,
CHK-QUESTS-0146,Quests,Compelling Tribute,quest,Main-route prototype block,mapped_to_route_prototype,OBJ-000079,Compelling Tribute (Imperial),N,N,Y,1,1,covered_by_internal_checklist_coverage,placed_in_guide,complete,Imperial Civil War,none,
CHK-QUESTS-0147,Quests,The Battle for Fort Sungard,quest,Main-route prototype block,mapped_to_route_prototype,OBJ-000084,The Battle for Fort Sungard (Imperial),N,N,Y,1,1,covered_by_internal_checklist_coverage,branch_experienced,branch_complete,Civil War Stormcloak Branch,none,
CHK-QUESTS-0148,Quests,The Battle for Fort Greenwall,quest,Main-route prototype block,mapped_to_route_prototype,OBJ-000080,The Battle for Fort Greenwall (Imperial),N,N,Y,1,1,covered_by_internal_checklist_coverage,placed_in_guide,complete,Imperial Civil War,none,
CHK-QUESTS-0149,Quests,A False Front,quest,Main-route prototype block,mapped_to_route_prototype,OBJ-000077,A False Front (Imperial),N,N,Y,0,1,covered_by_mapped_objective_internal_coverage,placed_in_guide,complete,Imperial Civil War,none,
CHK-QUESTS-0150,Quests,The Battle for Fort Sungard,quest,Main-route prototype block,mapped_to_route_prototype,OBJ-000084,The Battle for Fort Sungard (Imperial),N,N,Y,1,1,covered_by_internal_checklist_coverage,conditional_not_routed,not_applicable_no_treaty_route,Imperial Civil War,none,
CHK-QUESTS-0151,Quests,The Battle for Fort Snowhawk,quest,Main-route prototype block,mapped_to_route_prototype,OBJ-000082,The Battle for Fort Snowhawk (Imperial),N,N,Y,1,1,covered_by_internal_checklist_coverage,branch_experienced,branch_complete,Civil War Stormcloak Branch,none,
CHK-QUESTS-0152,Quests,Rescue from Fort Kastav,quest,Main-route prototype block,mapped_to_route_prototype,OBJ-000081,Rescue from Fort Kastav,N,N,Y,1,1,covered_by_internal_checklist_coverage,placed_in_guide,complete,Imperial Civil War,none,
CHK-QUESTS-0153,Quests,The Battle for Fort Dunstad,quest,Main-route prototype block,mapped_to_route_prototype,OBJ-000078,The Battle for Fort Dunstad (Imperial),N,N,Y,1,1,covered_by_internal_checklist_coverage,conditional_not_routed,not_applicable_no_treaty_branch,Civil War Stormcloak Branch,none,
