selection_id,selection_type,source_record_id,objective_id,name,subcategory,route_block,selection_status,selected_source,source_location,source_detail,route_timing,prerequisites_or_inputs,avoid_until,validation_owner,source_note_refs,notes
PROGSEL-000053,skill_book_copy,BOOKLOC-000283,OBJ-000871,Surfeit of Thieves,Lockpicking,G04,selected_default_copy_pending_route_validation,Mistveil Keep Jarl's Chambers,Mistveil Keep Jarl's Chambers,Mistveil Keep Jarl's Chambers (Riften),Collect selected copy when its route block is safe; read after Scholar's Insight and high-skill timing check.,,Do not read before Scholar's Insight unless final route explicitly documents the tradeoff.,TB-031G/TB-033 route-access and final skill-state validation,SN-000051-skill-books-and-reader.md,One title-level skill book objective needs one selected copy; duplicate copies remain non-required alternates.
PROGSEL-000054,skill_book_copy,BOOKLOC-000288,OBJ-000872,The Locked Room,Lockpicking,G08,selected_default_copy_pending_route_validation,Alftand Animonculory,Alftand Animonculory,"Alftand Animonculory (Winterhold), in the treasure room",Collect selected copy when its route block is safe; read after Scholar's Insight and high-skill timing check.,,Do not read before Scholar's Insight unless final route explicitly documents the tradeoff.,TB-031G/TB-033 route-access and final skill-state validation,SN-000051-skill-books-and-reader.md,One title-level skill book objective needs one selected copy; duplicate copies remain non-required alternates.
PROGSEL-000055,skill_book_copy,BOOKLOC-000293,OBJ-000873,"The Wolf Queen, v1",Lockpicking,G02,selected_default_copy_pending_route_validation,Broken Fang Cave,Broken Fang Cave,Broken Fang Cave (Whiterun Hold),Collect selected copy when its route block is safe; read after Scholar's Insight and high-skill timing check.,,Do not read before Scholar's Insight unless final route explicitly documents the tradeoff.,TB-031G/TB-033 route-access and final skill-state validation,SN-000051-skill-books-and-reader.md,One title-level skill book objective needs one selected copy; duplicate copies remain non-required alternates.
PROGSEL-000056,skill_book_copy,BOOKLOC-000298,OBJ-000874,"2920, Morning Star, v1",One-handed,G14,selected_default_copy_pending_route_validation,Driftshade Refuge,Driftshade Refuge,"Driftshade Refuge, on a table in the final room with the barred door",Collect selected copy when its route block is safe; read after Scholar's Insight and high-skill timing check.,,Do not read before Scholar's Insight unless final route explicitly documents the tradeoff.,TB-031G/TB-033 route-access and final skill-state validation,SN-000051-skill-books-and-reader.md,One title-level skill book objective needs one selected copy; duplicate copies remain non-required alternates.
PROGSEL-000057,skill_book_copy,BOOKLOC-000304,OBJ-000875,Fire and Darkness,One-handed,G14,selected_default_copy_pending_route_validation,Dawnstar Sanctuary,Dawnstar Sanctuary,"Dawnstar Sanctuary, basement",Collect selected copy when its route block is safe; read after Scholar's Insight and high-skill timing check.,,Do not read before Scholar's Insight unless final route explicitly documents the tradeoff.,TB-031G/TB-033 route-access and final skill-state validation,SN-000051-skill-books-and-reader.md,One title-level skill book objective needs one selected copy; duplicate copies remain non-required alternates.
PROGSEL-000058,skill_book_copy,BOOKLOC-000310,OBJ-000876,Mace Etiquette,One-handed,G04,selected_default_copy_pending_route_validation,Fort Greenwall Captain's Quarters,Fort Greenwall Captain's Quarters,Fort Greenwall Captain's Quarters (The Rift),Collect selected copy when its route block is safe; read after Scholar's Insight and high-skill timing check.,,Do not read before Scholar's Insight unless final route explicitly documents the tradeoff.,TB-031G/TB-033 route-access and final skill-state validation,SN-000051-skill-books-and-reader.md,One title-level skill book objective needs one selected copy; duplicate copies remain non-required alternates.
PROGSEL-000059,skill_book_copy,BOOKLOC-000315,OBJ-000877,Night Falls on Sentinel,One-handed,G03,selected_default_copy_pending_route_validation,310 ft S of The Guardian Stones,310 ft S of The Guardian Stones,"310 ft S of The Guardian Stones (Falkreath Hold), in a tent in a bandit camp",Collect selected copy when its route block is safe; read after Scholar's Insight and high-skill timing check.,,Do not read before Scholar's Insight unless final route explicitly documents the tradeoff.,TB-031G/TB-033 route-access and final skill-state validation,SN-000051-skill-books-and-reader.md,One title-level skill book objective needs one selected copy; duplicate copies remain non-required alternates.
PROGSEL-000060,skill_book_copy,BOOKLOC-000318,OBJ-000878,The Importance of Where,One-handed,G08,selected_default_copy_pending_route_validation,Brina's House,Brina's House,Brina's House (Dawnstar),Collect selected copy when its route block is safe; read after Scholar's Insight and high-skill timing check.,,Do not read before Scholar's Insight unless final route explicitly documents the tradeoff.,TB-031G/TB-033 route-access and final skill-state validation,SN-000051-skill-books-and-reader.md,One title-level skill book objective needs one selected copy; duplicate copies remain non-required alternates.
PROGSEL-000061,skill_book_copy,BOOKLOC-000323,OBJ-000879,Aevar Stone-Singer,Pickpocket,G14,selected_default_copy_pending_route_validation,Lost Valkygg,Lost Valkygg,"Lost Valkygg, southern room",Collect selected copy when its route block is safe; read after Scholar's Insight and high-skill timing check.,,Do not read before Scholar's Insight unless final route explicitly documents the tradeoff.,TB-031G/TB-033 route-access and final skill-state validation,SN-000051-skill-books-and-reader.md,One title-level skill book objective needs one selected copy; duplicate copies remain non-required alternates.
PROGSEL-000062,skill_book_copy,BOOKLOC-000328,OBJ-000880,Beggar,Pickpocket,G04,selected_default_copy_pending_route_validation,Haelga's Bunkhouse,Haelga's Bunkhouse,"Haelga's Bunkhouse (Riften), on a counter upstairs",Collect selected copy when its route block is safe; read after Scholar's Insight and high-skill timing check.,,Do not read before Scholar's Insight unless final route explicitly documents the tradeoff.,TB-031G/TB-033 route-access and final skill-state validation,SN-000051-skill-books-and-reader.md,One title-level skill book objective needs one selected copy; duplicate copies remain non-required alternates.
PROGSEL-000063,skill_book_copy,BOOKLOC-000334,OBJ-000881,Guide to Better Thieving,Pickpocket,G05,selected_default_copy_pending_route_validation,Fort Sungard Oubliette,Fort Sungard Oubliette,"Fort Sungard Oubliette (The Reach), down the hole",Collect selected copy when its route block is safe; read after Scholar's Insight and high-skill timing check.,,Do not read before Scholar's Insight unless final route explicitly documents the tradeoff.,TB-031G/TB-033 route-access and final skill-state validation,SN-000051-skill-books-and-reader.md,One title-level skill book objective needs one selected copy; duplicate copies remain non-required alternates.
PROGSEL-000064,skill_book_copy,BOOKLOC-000339,OBJ-000882,Purloined Shadows,Pickpocket,G03,selected_default_copy_pending_route_validation,NW of Bonechill Passage,NW of Bonechill Passage,"NW of Bonechill Passage (Falkreath Hold), in a hut under the bed",Collect selected copy when its route block is safe; read after Scholar's Insight and high-skill timing check.,,Do not read before Scholar's Insight unless final route explicitly documents the tradeoff.,TB-031G/TB-033 route-access and final skill-state validation,SN-000051-skill-books-and-reader.md,One title-level skill book objective needs one selected copy; duplicate copies remain non-required alternates.
PROGSEL-000065,skill_book_copy,BOOKLOC-000344,OBJ-000883,Thief,Pickpocket,G06,selected_default_copy_pending_route_validation,Argonian Assemblage,Argonian Assemblage,"Argonian Assemblage (Windhelm), on a dresser",Collect selected copy when its route block is safe; read after Scholar's Insight and high-skill timing check.,,Do not read before Scholar's Insight unless final route explicitly documents the tradeoff.,TB-031G/TB-033 route-access and final skill-state validation,SN-000051-skill-books-and-reader.md,One title-level skill book objective needs one selected copy; duplicate copies remain non-required alternates.
PROGSEL-000066,skill_book_copy,BOOKLOC-000349,OBJ-000884,"2920, Rain's Hand, v4",Restoration,G05,selected_default_copy_pending_route_validation,Blind Cliff Bastion,Blind Cliff Bastion,Blind Cliff Bastion (The Reach) carried by Petra,Collect selected copy when its route block is safe; read after Scholar's Insight and high-skill timing check.,,Do not read before Scholar's Insight unless final route explicitly documents the tradeoff.,TB-031G/TB-033 route-access and final skill-state validation,SN-000051-skill-books-and-reader.md,One title-level skill book objective needs one selected copy; duplicate copies remain non-required alternates.
PROGSEL-000067,skill_book_copy,BOOKLOC-000354,OBJ-000885,"Mystery of Talara, v 2",Restoration,G04,selected_default_copy_pending_route_validation,Crystaldrift Cave,Crystaldrift Cave,"Crystaldrift Cave (The Rift), carried by dead Gadnor",Collect selected copy when its route block is safe; read after Scholar's Insight and high-skill timing check.,,Do not read before Scholar's Insight unless final route explicitly documents the tradeoff.,TB-031G/TB-033 route-access and final skill-state validation,SN-000051-skill-books-and-reader.md,One title-level skill book objective needs one selected copy; duplicate copies remain non-required alternates.
PROGSEL-000068,skill_book_copy,BOOKLOC-000359,OBJ-000886,Racial Phylogeny,Restoration,G04,selected_default_copy_pending_route_validation,Avanchnzel Animoncultory,Avanchnzel Animoncultory,"Avanchnzel Animoncultory (The Rift), in a room on the eastern side, on the northern table",Collect selected copy when its route block is safe; read after Scholar's Insight and high-skill timing check.,,Do not read before Scholar's Insight unless final route explicitly documents the tradeoff.,TB-031G/TB-033 route-access and final skill-state validation,SN-000051-skill-books-and-reader.md,One title-level skill book objective needs one selected copy; duplicate copies remain non-required alternates.
PROGSEL-000069,skill_book_copy,BOOKLOC-000365,OBJ-000887,The Exodus,Restoration,G04,selected_default_copy_pending_route_validation,Forelhost Crypt,Forelhost Crypt,Forelhost Crypt (The Rift),Collect selected copy when its route block is safe; read after Scholar's Insight and high-skill timing check.,,Do not read before Scholar's Insight unless final route explicitly documents the tradeoff.,TB-031G/TB-033 route-access and final skill-state validation,SN-000051-skill-books-and-reader.md,One title-level skill book objective needs one selected copy; duplicate copies remain non-required alternates.
PROGSEL-000070,skill_book_copy,BOOKLOC-000370,OBJ-000888,Withershins,Restoration,G14,selected_default_copy_pending_route_validation,Arcwind Point,Arcwind Point,"Arcwind Point, at a pedestal the top of the tower after progressing through the ruins",Collect selected copy when its route block is safe; read after Scholar's Insight and high-skill timing check.,,Do not read before Scholar's Insight unless final route explicitly documents the tradeoff.,TB-031G/TB-033 route-access and final skill-state validation,SN-000051-skill-books-and-reader.md,One title-level skill book objective needs one selected copy; duplicate copies remain non-required alternates.
